id,name,brand,category,category id,speed,glide,turn,fade,stability,link,pic,name_slug,brand_slug,category_slug,stability_slug,color,background_color,jr_maxweight,jr_diameter,jr_height,jr_rimdepth,jr_rimwidth,Rim Thickness (cm),Rim Depth / Diameter Ratio (%),Rim Configuration,Flexibility (kg),Class,Max Weight Vint (gr),Last Year Production,Certification Number,jr_pdgaapproval
0,1 Driver,Lightning,Fairway Driver,17,6,4,-2,2,Understable,https://www.marshallstreetdiscgolf.com/product/1-driver,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8994436.webp,1-driver,lightning,control-driver,understable,#FFFF60,#BEBDA2,,,,,,,,,,,,,,
1,1 Flyer,Lightning,Fairway Driver,17,8,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/product/1-flyer,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6680415.webp,1-flyer,lightning,control-driver,stable,#FFFF60,#BEBDA2,,,,,,,,,,,,,,
2,1 Helix,Lightning,Fairway Driver,17,8,4,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/product/1-helix,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2141916.webp,1-helix,lightning,control-driver,overstable,#FFFF60,#BEBDA2,,,,,,,,,,,,,,
3,1 Hookshot,Lightning,Fairway Driver,17,6,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/product/1-hookshot,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2141916.webp,1-hookshot,lightning,control-driver,overstable,#FFFF60,#BEBDA2,,,,,,,,,,,,,,
4,1 Hyzer,Lightning,Fairway Driver,17,7,3,0,4,Overstable,https://www.marshallstreetdiscgolf.com/product/1-hyzer,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2215228.webp,1-hyzer,lightning,control-driver,overstable,#FFFF60,#BEBDA2,,,,,,,,,,,,,,
5,Great Horned Owl,Daredevil Discs,Putter,19,2,3,0,1,Stable,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3952594.webp,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3952594.webp,great-horned-owl,daredevil-discs,putter,stable,#FFFFFF,#515151,,,,,,,,,,,,,,
6,Tilt,Discmania,Fairway Driver,17,9,1,1,6,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=tilt&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000252.webp,tilt,discmania,control-driver,very-overstable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
7,A1,Prodigy,Approach Discs,20,4,2,0,5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=%22A1%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8081443.webp,a1,prodigy,approach-discs,very-overstable,#000000,#10A259,,,,,,,,,,,,,,
8,A2,Prodigy,Approach Discs,20,4,2,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=%22A2%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8081441.webp,a2,prodigy,approach-discs,very-overstable,#000000,#10A259,,,,,,,,,,,,,,
9,A3,Prodigy,Approach Discs,20,4,3,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=%22A3%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8081442.webp,a3,prodigy,approach-discs,overstable,#000000,#10A259,,,,,,,,,,,,,,
10,A4,Prodigy,Approach Discs,20,4,3,-1,3,Stable,https://www.marshallstreetdiscgolf.com/?s=%22A4%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8080444.webp,a4,prodigy,approach-discs,stable,#000000,#10A259,,,,,,,,,,,,,,
11,A5,Prodigy,Approach Discs,20,4,3,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=%22A5%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000216.webp,a5,prodigy,approach-discs,stable,#000000,#10A259,,,,,,,,,,,,,,
12,APX,Discraft,Putter,19,2,2,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=apx&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8913305.webp,apx,discraft,putter,stable,#FF3737,#000000,174.3,21,2.3,1.4,19.2,0.9,6.7,49.25,7.03,,,,99-01,"Jan 29, 1999"
13,Abyss,Storm,Fairway Driver,17,8,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=Abyss&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000178.webp,abyss,storm,control-driver,overstable,#FFF417,#7010B9,,,,,,,,,,,,,,
14,Addax,Wild Discs,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/product/landslide-addax-1st-run,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000067.webp,addax,wild-discs,midrange,overstable,#D267A0,#373C0D,180.1,21.7,1.7,1.3,18.7,1.5,6,39.25,11.7,,,,20-100,"Dec 26, 2020"
15,Addax Reborn,Wild Discs,Midrange,18,5,5,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Addax+Reborn&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000277.webp,addax-reborn,wild-discs,midrange,stable,#D267A0,#373C0D,,,,,,,,,,,,,,
16,Adder,Westside Discs,Distance Driver,15,13,5,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Addler&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000454.webp,adder,westside-discs,distance-driver,very-overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,
17,Aero,Innova,Midrange,18,3,6,0,0,Understable,https://www.marshallstreetdiscgolf.com/?s=aero&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2470092.webp,aero,innova,midrange,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
18,Aftermath,Legacy,Distance Driver,15,13,5,-2,3,Stable,https://www.marshallstreetdiscgolf.com/?s=aftermath&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1984394.webp,aftermath,legacy,distance-driver,stable,#3831F0,#E43DD9,,,,,,,,,,,,,,
19,Aftershock,DGA,Midrange,18,5,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=aftershock&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1994394.webp,aftershock,dga,midrange,stable,#2876FF,#272727,,,,,,,,,,,,,,
20,Agent,Dynamic Discs,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=agent&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000157.webp,agent,dynamic-discs,putter,stable,#FFFFFF,#0082F4,176,21.2,2.1,1.4,19,1.1,6.6,60.75,12.13,,,,22-34,"Mar 7, 2022"
21,Agera,EV-7,Putter,19,2,5,-2,1,Understable,,,agera,ev-7,putter,understable,#FFFFFF,#111397,,,,,,,,,,,,,,
22,Ahti,Westside Discs,Fairway Driver,17,9,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=ahti&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1205500.webp,ahti,westside-discs,control-driver,very-overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,
23,Air Strike,Gateway,Fairway Driver,17,9,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=air+strike&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0125500.webp,air-strike,gateway,control-driver,stable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
24,Albatross,Daredevil Discs,Distance Driver,15,14,6,-2,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=albatross&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0529007.webp,albatross,daredevil-discs,distance-driver,overstable,#FFFFFF,#515151,174.3,21,1.6,1.1,16.4,2.3,5.2,26.5,8.39,,,,17-43,"Apr 3, 2017"
25,Alien,Innova,Midrange,18,4,2,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Alien&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000365.webp,alien,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
26,Allosaurus,Dino Discs,Distance Driver,15,12,5,-3,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=allosaurus&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000530.webp,allosaurus,dino-discs,distance-driver,very-understable,#740A0A,#FF6FCF,,,,,,,,,,,,,,
27,Alpaca,Infinite Discs,Putter,19,3,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Alpaca&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000079.webp,alpaca,infinite-discs,putter,stable,#FFFFFF,#62054C,175.1,21.1,2,1.5,19,1,7.1,63.75,8.52,,,,20-86,"Nov 16, 2020"
28,Alpas,Divergent,Putter,19,3,3,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=alpas&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000131.webp,alpas,divergent,putter,understable,#151FFF,#D8FFD9,,,,,,,,,,,,,,
29,Alpha,Mint Discs,Fairway Driver,17,8,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Alpha&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4193239.webp,alpha,mint-discs,control-driver,stable,#FFFFFF,#F4933E,175.1,21.1,2.1,1.2,17.1,2,5.7,30.5,8.39,,,,17-13,"Jan 28, 2017"
30,Alter,Thought Space Athletics,Putter,19,3,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Alter&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000257.webp,alter,thought-space-athletics,putter,stable,#000000,#FF770E,176,21.2,2,1.5,19,1.1,7.1,61.5,5.34,,,,22-126,"Jul 11, 2022"
31,Alva,Kastaplast,Distance Driver,15,11,6,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=k1+alva&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000440.webp,alva,kastaplast,distance-driver,understable,#000000,#21F1B9,,,,,,,,,,,,,,
32,Amphibian,Gateway,Control Driver,16,10,6,-4,2,Understable,https://www.marshallstreetdiscgolf.com/?s=amphibian&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000000.webp,amphibian,gateway,hybrid-driver,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
33,Amulet,Prodiscus,Midrange,18,5,4,1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=amulet&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000409.webp,amulet,prodiscus,midrange,overstable,#32E65C,#5435A9,179.3,21.6,1.8,1.5,18.8,1.4,6.9,47.5,7.16,,,,23-168,"Jun 26, 2023"
34,Anax,Discraft,Control Driver,16,10,6,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=anax&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000012.webp,anax,discraft,hybrid-driver,overstable,#FF3737,#000000,177.6,21.4,1.7,1.2,17.5,1.9,5.6,29.75,10.45,,,,19-50,"Jun 19, 2019"
35,Anchor,Latitude 64,Midrange,18,5,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=anchor&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4139229.webp,anchor,latitude-64,midrange,overstable,#FFFFFF,#F40909,180.1,21.7,1.8,1.5,18.9,1.4,6.9,43.25,10.32,,,,16-75,"Dec 7, 2016"
36,Andro C,Other,Fairway Driver,17,6,4,-1,2,Stable,https://www.marshallstreetdiscgolf.com/product/hydro-m-andro-c-first-run,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4193233.webp,andro-c,other,control-driver,stable,#000000,#E5FFAA,,,,,,,,,,,,,,
37,Andro C (Retooled),Other,Fairway Driver,17,6,4,-2,1,Understable,https://www.marshallstreetdiscgolf.com/product/thermo-f-andro-c-retooled,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4193234.webp,andro-c-retooled,other,control-driver,understable,#000000,#E5FFAA,,,,,,,,,,,,,,
38,Angler,Wild Discs,Midrange,18,4,3,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Angler&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000164.webp,angler,wild-discs,midrange,very-overstable,#D267A0,#373C0D,178.5,21.5,2,1.4,18.5,1.5,6.5,44,9.89,,,,21-145,"Dec 13, 2021"
39,Animal,Innova,Approach Discs,20,2,1,0,1,Overstable,https://www.marshallstreetdiscgolf.com/?s=animal&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000506.webp,animal,innova,approach-discs,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,
40,Animus,Thought Space Athletics,Control Driver,16,11,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=animus&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000043.webp,animus,thought-space-athletics,hybrid-driver,overstable,#000000,#FF770E,176,21.2,1.6,1.2,17,2.1,5.7,30,11.82,,,,20-50,"Jun 23, 2020"
41,Anubis,Infinite Discs,Midrange,18,5,5,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=anubis&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000055.webp,anubis,infinite-discs,midrange,stable,#FFFFFF,#62054C,180.9,21.8,2.1,1.3,18.7,1.4,6,50,9.19,,,,18-51,"Jun 21, 2018"
42,Anvil,Westside Discs,Midrange,18,4,2,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=anvil&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1312199.webp,anvil,westside-discs,midrange,very-overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,
43,Apache (OOP),Gateway,Fairway Driver,17,9,4,-1,2,Understable,https://www.marshallstreetdiscgolf.com/?s=apache&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5101462.webp,apache-oop,gateway,control-driver,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
44,Apache (retooled),Gateway,Control Driver,16,10,6,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Apache&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000373.webp,apache-retooled,gateway,hybrid-driver,overstable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
45,Ape,Innova,Distance Driver,15,13,5,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=ape&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0522872.webp,ape,innova,distance-driver,very-overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,
46,Apex,Gateway,Distance Driver,15,12,6,-1,2,Understable,https://www.marshallstreetdiscgolf.com/?s=apex&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0577872.webp,apex,gateway,distance-driver,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
47,Apogee,Climo Disc Golf,Distance Driver,15,12,5,-2,1,Understable,,,apogee,climo-disc-golf,distance-driver,understable,#FFFFFF,#071139,,,,,,,,,,,,,,
48,Apollo,Other,Midrange,18,5,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Apollo&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000110.webp,apollo,other,midrange,stable,#000000,#E5FFAA,,,,,,,,,,,,,,
49,Aquarius,Millennium,Fairway Driver,17,8,5,-3,2,Very Understable,https://www.marshallstreetdiscgolf.com/?s=aquarius&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7318361.webp,aquarius,millennium,control-driver,very-understable,#000000,#FF0974,,,,,,,,,,,,,,
50,Arch,Vibram,Fairway Driver,17,8,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=x-link+arch&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7318362.webp,arch,vibram,control-driver,overstable,#FFDC2D,#9A7D2C,,,,,,,,,,,,,,
51,Archangel,Innova,Fairway Driver,17,8,6,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=archangel&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2997242.webp,archangel,innova,control-driver,very-understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
52,Archer,Discraft,Midrange,18,5,4,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=archer&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7381363.webp,archer,discraft,midrange,very-understable,#FF3737,#000000,178.5,21.5,1.8,1.1,18.5,1.5,5.1,36,7.94,,,,16-78,"Dec 7, 2016"
53,Archive,Prodigy,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Archive&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000360.webp,archive,prodigy,midrange,overstable,#000000,#10A259,,,,,,,,,,,,,,
54,Archon,Innova,Control Driver,16,11,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=archon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7318363.webp,archon,innova,hybrid-driver,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
55,Area 51,Doomsday Discs,Approach Discs,20,4,3,0,2.5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=area+51&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000517.webp,area-51,doomsday-discs,approach-discs,very-overstable,#B6FF8B,#144E48,175.1,21.1,1.5,1.2,18.7,1.2,5.7,53,7.27,,,,23-202,"Aug 7, 2023"
56,Aries,Millennium,Control Driver,16,11,6,-4,2,Understable,https://www.marshallstreetdiscgolf.com/?s=aries&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2014205.webp,aries,millennium,hybrid-driver,understable,#000000,#FF0974,,,,,,,,,,,,,,
57,Armadillo,Lone Star Discs,Putter,19,1,2,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=armadillo&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000156.webp,armadillo,lone-star-discs,putter,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,
58,Arowana,Elevation Disc Golf,Putter,19,3,3,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Arowana&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000307.webp,arowana,elevation-disc-golf,putter,stable,#FFFFFF,#6A431D,175.1,21.1,1.8,1.3,19.1,1,6.2,62.25,0.91,,,,22-194,"Nov 7, 2022"
59,Arrowhead,Sacred Discs,Midrange,18,4,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Arrowhead&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000363.webp,arrowhead,sacred-discs,midrange,stable,#0E1774,#B4CDFF,175.1,21.1,1.6,1.3,18.7,1.2,6.2,53.5,9.55,,,,23-184,"Jul 17, 2023"
60,Artemis,Lone Star Discs,Approach Discs,20,4,4,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=artemis&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000356.webp,artemis,lone-star-discs,approach-discs,very-overstable,#FFA5EA,#6B834B,,,,,,,,,,,,,,
61,Artifact,Infinite Discs,Putter,19,2,3,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=artifact&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000537.webp,artifact,infinite-discs,putter,understable,#FFFFFF,#62054C,176,21.2,2.1,1.5,19.2,1,7.1,72.5,6.7,,,,25-86,"Jun 2, 2025"
62,Ascend,Streamline,Fairway Driver,17,6,5,-3,0.5,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Ascend&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000206.webp,ascend,streamline,control-driver,very-understable,#012219,#ACFFBA,,,,,,,,,,,,,,
63,Assassin,Gateway,Fairway Driver,17,9,6,-1.5,1,Understable,https://www.marshallstreetdiscgolf.com/?s=assassin&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9100613.webp,assassin,gateway,control-driver,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
64,Astra,Millennium,Control Driver,16,11,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=astra&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7569533.webp,astra,millennium,hybrid-driver,stable,#000000,#FF0974,,,,,,,,,,,,,,
65,Astra-X,Millennium,Control Driver,16,11,5,0,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=astra-x&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7569534.webp,astra-x,millennium,hybrid-driver,overstable,#000000,#FF0974,,,,,,,,,,,,,,
66,Astronaut,Discmania,Distance Driver,15,12,6,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=astronaut&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000092.webp,astronaut,discmania,distance-driver,very-understable,#FFA813,#9A0C0C,176,21.2,1.8,1.1,16.6,2.3,5.2,26,11.14,,,,21-24,"Feb 22, 2021"
67,Athena,Discraft,Fairway Driver,17,7,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Athena&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000266.webp,athena,discraft,control-driver,stable,#FF3737,#000000,176.8,21.3,1.5,1.1,17.7,1.8,5.2,30,11.7,,,,22-132,"Aug 1, 2022"
68,Atlas,Innova,Midrange,18,5,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=atlas&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3187912.webp,atlas,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
69,Atom,MVP,Putter,19,3,3,-0.5,0,Stable,https://www.marshallstreetdiscgolf.com/?s=atom&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3769211.webp,atom,mvp,putter,stable,#000000,#9BF2FF,,,,,,,,,,,,,,
70,Aura,Gateway,Distance Driver,15,12,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=aura&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000475.webp,aura,gateway,distance-driver,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
71,Aurora/QMS,Millennium,Midrange,18,4,5,0,0,Understable,https://www.marshallstreetdiscgolf.com/?s=aurora&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7170628.webp,auroraqms,millennium,midrange,understable,#000000,#FF0974,,,,,,,,,,,,,,
72,Avalanche,DGA,Fairway Driver,17,9,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Avalanche&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000326.webp,avalanche,dga,control-driver,very-overstable,#2876FF,#272727,,,,,,,,,,,,,,
73,Avatar,Innova,Midrange,18,5,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Avatar&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000027.webp,avatar,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
74,Avenger,Discraft,Control Driver,16,10,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=avenger&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0830484.webp,avenger,discraft,hybrid-driver,overstable,#FF3737,#000000,176,21.2,1.7,1.2,17.4,1.9,5.7,26.25,12.25,,,,05-08,"May 3, 2005"
75,Avenger SS,Discraft,Control Driver,16,10,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=avenger+ss&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0901228.webp,avenger-ss,discraft,hybrid-driver,understable,#FF3737,#000000,,,,,,,,,,,,,,
76,Aviar Classic,Innova,Putter,19,2,3,0,0,Stable,https://www.marshallstreetdiscgolf.com/product/dx-aviar-classic,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7781597.webp,aviar-classic,innova,putter,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
77,Aviar Driver,Innova,Putter,19,2,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=aviar+driver&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2565503.webp,aviar-driver,innova,putter,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,
78,Aviar P&A,Innova,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=aviar&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6275754.webp,aviar-p&a,innova,putter,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
79,Aviar3,Innova,Putter,19,3,2,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=aviar3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6725754.webp,aviar3,innova,putter,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
80,AviarX3,Innova,Putter,19,3,2,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=AviarX3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6725799.webp,aviarx3,innova,putter,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,
81,Axe,Viking,Midrange,18,4,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=axe&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6383035.webp,axe,viking,midrange,stable,#000000,#04F40C,,,,,,,,,,,,,,
82,Aztec,Infinite Discs,Control Driver,16,10,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=aztec&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000061.webp,aztec,infinite-discs,hybrid-driver,stable,#FFFFFF,#62054C,176,21.2,1.5,1.1,16.9,2.1,5.2,33,10.8,,,,19-68,"Sep 16, 2019"
83,BB6,Lone Star Discs,Midrange,18,4,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=BB6&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000116.webp,bb6,lone-star-discs,midrange,understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,
84,Badger,Legacy,Midrange,18,6,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=badger&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000107.webp,badger,legacy,midrange,very-overstable,#3831F0,#E43DD9,,,,,,,,,,,,,,
