id,name,brand,category,category id,speed,glide,turn,fade,stability,link,pic,name_slug,brand_slug,category_slug,stability_slug,color,background_color,jr_maxweight,jr_diameter,jr_height,jr_rimdepth,jr_rimwidth,Rim Thickness (cm),Rim Depth / Diameter Ratio (%),Rim Configuration,Flexibility (kg),Class,Max Weight Vint (gr),Last Year Production,Certification Number,jr_pdgaapproval
258,Depth Charge,Doomsday Discs,Putter,19,2,2,0,1,Overstable,,,depth-charge,doomsday-discs,putter,overstable,#B6FF8B,#144E48,180.9,21.8,1.9,1.4,20,0.9,6.4,104,5.34,,,,23-118,"Apr 17, 2023"
259,Deputy,Dynamic Discs,Putter,19,3,4,-1.5,0,Understable,https://www.marshallstreetdiscgolf.com/?s=deputy&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0529005.webp,deputy,dynamic-discs,putter,understable,#FFFFFF,#0082F4,176,21.2,2,1.5,19.1,1.1,7.1,61,6.92,,,,17-15,"Feb 22, 2017"
260,Desolation,Doomsday Discs,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=desolation&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000514.webp,desolation,doomsday-discs,midrange,overstable,#B6FF8B,#144E48,176,21.2,2.1,1.6,18.1,1.5,7.5,33.5,7.73,,,,23-115,"Apr 17, 2023"
261,Despair,Doomsday Discs,Midrange,18,5,4,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Despair&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000512.webp,despair,doomsday-discs,midrange,stable,#B6FF8B,#144E48,177.6,21.4,2.1,1.4,18.8,1.3,6.5,46.25,7.84,,,,22-86,"May 16, 2022"
262,Desperado,Lone Star Discs,Fairway Driver,17,9,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=desperado&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000478.webp,desperado,lone-star-discs,control-driver,understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,
263,Destiny,Westside Discs,Distance Driver,15,14,6,-2,3,Understable,https://www.marshallstreetdiscgolf.com/?s=destiny&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2079718.webp,destiny,westside-discs,distance-driver,understable,#FFFFFF,#014E13,,,,,,,,,,,,,,
264,Destroyer,Innova,Distance Driver,15,12,5,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=destroyer&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2079719.webp,destroyer,innova,distance-driver,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,
265,Detour,MVP,Midrange,18,5,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=detour&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000439.webp,detour,mvp,midrange,understable,#000000,#9BF2FF,,,,,,,,,,,,,,
266,Devil Hawk,Gateway,Putter,19,3,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Devil+Hawk&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2079720.webp,devil-hawk,gateway,putter,very-overstable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
267,Diablo,Gateway,Fairway Driver,17,9,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=diablo&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1842938.webp,diablo,gateway,control-driver,overstable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
268,Diamond,Latitude 64,Fairway Driver,17,8,6,-3,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=diamond&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7940274.webp,diamond,latitude-64,control-driver,very-understable,#FFFFFF,#F40909,175.1,21.1,1.4,1.1,17.4,1.8,5.2,30,6.92,,,,11-14,"Mar 21, 2011"
269,Diamondback,Mint Discs,Fairway Driver,17,9,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Diamondback&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000268.webp,diamondback,mint-discs,control-driver,stable,#FFFFFF,#F4933E,176.8,21.3,1.6,1.1,17.1,2.1,5.2,31.25,12.16,,,,22-62,"Apr 25, 2022"
270,Dimension,MVP,Distance Driver,15,14.5,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=dimension&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7940277.webp,dimension,mvp,distance-driver,overstable,#000000,#9BF2FF,,,,,,,,,,,,,,
271,Diplodocus,Dino Discs,Midrange,18,5,5,0,-2,Overstable,,,diplodocus,dino-discs,midrange,overstable,#740A0A,#FF6FCF,,,,,,,,,,,,,,
272,Distortion,Prodigy,Approach Discs,20,4,3,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Distortion&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000187.webp,distortion,prodigy,approach-discs,very-overstable,#000000,#10A259,,,,,,,,,,,,,,
273,Dominator (OOP),Innova,Distance Driver,15,13,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=dominator&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7599234.webp,dominator-oop,innova,distance-driver,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
274,Dos X,Lone Star Discs,Fairway Driver,17,8,4,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Dos+X&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000185.webp,dos-x,lone-star-discs,control-driver,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,
275,Douglas Fir,Above Ground Level,Putter,19,4,3,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=douglas+fir&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000196.webp,douglas-fir,above-ground-level,putter,understable,#CFFF30,#000000,176,21.2,1.8,1.3,19.2,1,6.1,65,6.93,,,,22-71,"May 2, 2022"
276,Draco,Millennium,Fairway Driver,17,9,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Draco&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000045.webp,draco,millennium,control-driver,very-overstable,#000000,#FF0974,,,,,,,,,,,,,,
277,Dragon,Innova,Fairway Driver,17,8,5,-2,2,Understable,https://www.marshallstreetdiscgolf.com/product/dx-dragon,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6568886.webp,dragon,innova,control-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
278,Dragonfly,AquaFlight,Midrange,18,5,4,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=dragonfly&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6568887.webp,dragonfly,aquaflight,midrange,understable,#8B1D5B,#11FF98,,,,,,,,,,,,,,
279,Dream Weaver,Jester Disc Golf,Fairway Driver,17,7,5,-1,1.5,Stable,https://www.marshallstreetdiscgolf.com/?s=Dream+Weaver&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000431.webp,dream-weaver,jester-disc-golf,control-driver,stable,#FFF172,#0E887C,176.8,21.3,1.7,1.1,17.8,1.7,5.2,35.75,6.25,,,,23-210,"Aug 21, 2023"
280,Drift,Streamline,Fairway Driver,17,7,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=drift&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9432299.webp,drift,streamline,control-driver,understable,#012219,#ACFFBA,,,,,,,,,,,,,,
281,Drive,Discraft,Control Driver,16,11,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Drive&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000425.webp,drive,discraft,hybrid-driver,stable,#FF3737,#000000,175.1,21.1,1.7,1.1,16.8,2.1,5.2,27.5,12.16,,,,24-35,"Feb 19, 2024"
282,Drone,Discraft,Midrange,18,5,3,1,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=drone&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7429870.webp,drone,discraft,midrange,very-overstable,#FF3737,#000000,178.5,21.5,2,1.3,18.5,1.5,6,41.25,10.43,,,,05-03,"Feb 28, 2005"
283,Drop,Discmania,Approach Discs,20,4,3,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=drop&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000468.webp,drop,discmania,approach-discs,very-overstable,#FFA813,#9A0C0C,176,21.2,1.6,1.3,18.7,1.2,6.1,56.5,8.75,,,,24-127,"Jun 13, 2024"
284,Dune,Trash Panda,Midrange,18,5,5,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=dune&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000350.webp,dune,trash-panda,midrange,understable,#FFFFFF,#000000,,,,,,,,,,,,,,
285,Dynasty,Infinite Discs,Fairway Driver,17,9,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Dynasty&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000241.webp,dynasty,infinite-discs,control-driver,stable,#FFFFFF,#62054C,175.1,21.1,1.4,1.1,17.3,1.9,5.2,31.25,11.93,,,,22-18,"Jan 31, 2022"
286,EMAC Judge,Dynamic Discs,Putter,19,2,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=emac+judge&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000272.webp,emac-judge,dynamic-discs,putter,stable,#FFFFFF,#0082F4,176,21.2,2,1.4,18.9,1.1,6.6,58.25,6.25,,,,21-1,"Jan 5, 2021"
287,Eagle,Innova,Fairway Driver,17,7,4,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?speed=7&speed_end=7&cat_ids%5B%5D=15&post_type=product&s=eagle&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5949893.webp,eagle,innova,control-driver,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,
288,Echo,Streamline,Midrange,18,5,5,-1.5,1,Stable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=20674&post_type=product&s=echo&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000333.webp,echo,streamline,midrange,stable,#012219,#ACFFBA,,,,,,,,,,,,,,
289,Element,Gateway,Midrange,18,5,5,-1,1,Understable,https://www.marshallstreetdiscgolf.com/?s=element&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0704282.webp,element,gateway,midrange,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
290,Elm,Above Ground Level,Fairway Driver,17,9,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=elm&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000532.webp,elm,above-ground-level,control-driver,overstable,#CFFF30,#000000,176,21.2,1.5,1.1,17.3,1.9,5.2,31.25,11.14,,,,25-67,"Apr 28, 2025"
291,Emperor,Infinite Discs,Distance Driver,15,12,5,-1,2.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=emperor&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000062.webp,emperor,infinite-discs,distance-driver,overstable,#FFFFFF,#62054C,175.1,21.1,1.7,1.2,16.4,2.3,5.7,28,11.82,,,,19-17,"Feb 17, 2019"
292,Empire,Prodiscus,Distance Driver,15,13,5,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=empire&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000407.webp,empire,prodiscus,distance-driver,very-overstable,#32E65C,#5435A9,175.1,21.1,1.9,1.2,16.3,2.4,5.7,28,8.3,,,,23-3,"Jan 9, 2023"
293,Enemy,Legacy,Fairway Driver,17,9,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=enemy&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0105000.webp,enemy,legacy,control-driver,very-overstable,#3831F0,#E43DD9,,,,,,,,,,,,,,
294,Energy,MVP,Distance Driver,15,13,4,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=energy&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0125007.webp,energy,mvp,distance-driver,very-overstable,#000000,#9BF2FF,,,,,,,,,,,,,,
295,Enforcer,Dynamic Discs,Distance Driver,15,12,4,0.5,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=enforcer&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0125006.webp,enforcer,dynamic-discs,distance-driver,very-overstable,#FFFFFF,#0082F4,175.1,21.1,1.8,1.1,16.7,2.2,5.2,27,11,,,,14-34,"Apr 7, 2014"
296,Engine,Streamline,Distance Driver,15,13,5,-0.5,2,Overstable,,,engine,streamline,distance-driver,overstable,#012219,#ACFFBA,,,,,,,,,,,,,,
297,Enigma,Discmania,Distance Driver,15,12,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=enigma&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010103.webp,enigma,discmania,distance-driver,stable,#FFA813,#9A0C0C,175.1,21.1,1.6,1.1,16.6,2.2,5.2,27.75,11.25,,,,19-45,"May 23, 2019"
298,Entropy,MVP,Putter,19,4,3,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=entropy&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010202.webp,entropy,mvp,putter,very-overstable,#000000,#9BF2FF,,,,,,,,,,,,,,
299,Envy,Axiom Discs,Putter,19,3,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=envy&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0125005.webp,envy,axiom-discs,putter,overstable,#000000,#FF9595,174.3,21,1.8,1.4,18.8,1.1,6.7,52,8.73,,,,14-04,"Jan 12, 2014"
300,Era,Finish Line,Control Driver,16,10,5,-1,1.5,Stable,https://www.marshallstreetdiscgolf.com/?s=%22Era%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000169.webp,era,finish-line,hybrid-driver,stable,#1914FF,#FFA5F4,,,,,,,,,,,,,,
301,Escape,Dynamic Discs,Fairway Driver,17,9,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=escape&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1130002.webp,escape,dynamic-discs,control-driver,stable,#FFFFFF,#0082F4,175.1,21.1,2,1.1,17.1,2,5.2,27.75,10.32,,,,12-56,"Dec 7, 2012"
302,Essence,Discmania,Fairway Driver,17,8,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=essence&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000023.webp,essence,discmania,control-driver,understable,#FFA813,#9A0C0C,174.3,21,1.8,1.2,17.4,1.8,5.7,33.25,11.59,,,,20-22,"Mar 5, 2020"
303,Ether,Gateway,Distance Driver,15,12,6,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Ether&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000386.webp,ether,gateway,distance-driver,stable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
304,Evader,Dynamic Discs,Fairway Driver,17,7,4,0,2.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=Evader&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000078.webp,evader,dynamic-discs,control-driver,overstable,#FFFFFF,#0082F4,176,21.2,1.9,1.1,17.5,1.8,5.2,26.75,7.95,,,,21-2,"Jan 5, 2021"
305,Evidence,Dynamic Discs,Midrange,18,5,5,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=evidence&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2674549.webp,evidence,dynamic-discs,midrange,understable,#FFFFFF,#0082F4,180.1,21.7,1.8,1.2,18.7,1.4,5.5,41.25,7.26,,,,15-32,"Mar 27, 2015"
306,Excite,Axiom Discs,Distance Driver,15,14.5,5.5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=excite&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2674911.webp,excite,axiom-discs,distance-driver,stable,#000000,#FF9595,175.1,21.1,2.1,1.2,15.9,2.5,5.7,27,11.91,,,,18-36,"Mar 25, 2018"
307,Exodus,Infinite Discs,Fairway Driver,17,7,5,-0.5,2,Stable,https://www.marshallstreetdiscgolf.com/?s=exodus&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2674999.webp,exodus,infinite-discs,control-driver,stable,#FFFFFF,#62054C,175.1,21.1,1.8,1.1,17.5,1.8,5.2,36.25,8.73,,,,18-03,"Jan 19, 2018"
308,Expanse,Thought Space Athletics,Distance Driver,15,11,5,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=expanse&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000490.webp,expanse,thought-space-athletics,distance-driver,understable,#000000,#FF770E,175.1,21.1,1.8,1.2,16.8,2.1,5.7,31.5,9.43,,,,25-11,"Jan 20, 2025"
309,Explorer,Latitude 64,Fairway Driver,17,7,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=explorer&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2674599.webp,explorer,latitude-64,control-driver,stable,#FFFFFF,#F40909,176,21.2,1.7,1.1,17.7,1.8,5.2,32.75,10.21,,,,17-128,"Dec 11, 2017"
310,F Model OS,Prodigy,Control Driver,16,10,5,2,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=F+Model+OS&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000051.webp,f-model-os,prodigy,hybrid-driver,very-overstable,#000000,#10A259,,,,,,,,,,,,,,
311,F Model S,Prodigy,Fairway Driver,17,10,5,1,3,Overstable,https://www.marshallstreetdiscgolf.com/product/ace-line-base-grip-f-model-s,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000020.webp,f-model-s,prodigy,control-driver,overstable,#000000,#10A259,,,,,,,,,,,,,,
312,F Model US,Prodigy,Control Driver,16,10,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=F+Model+US&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000052.webp,f-model-us,prodigy,hybrid-driver,understable,#000000,#10A259,,,,,,,,,,,,,,
313,F1,Prodigy,Fairway Driver,17,8,4,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=%22F1%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5011647.webp,f1,prodigy,control-driver,overstable,#000000,#10A259,,,,,,,,,,,,,,
314,F2,Prodigy,Fairway Driver,17,8,4,-1,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=%22F2%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5021647.webp,f2,prodigy,control-driver,overstable,#000000,#10A259,,,,,,,,,,,,,,
315,F3,Prodigy,Fairway Driver,17,8,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=%22F3%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5031647.webp,f3,prodigy,control-driver,stable,#000000,#10A259,,,,,,,,,,,,,,
316,F5,Prodigy,Fairway Driver,17,8,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=%22F5%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5051647.webp,f5,prodigy,control-driver,understable,#000000,#10A259,,,,,,,,,,,,,,
317,F7,Prodigy,Fairway Driver,17,8,6,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=%22F7%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5071647.webp,f7,prodigy,control-driver,understable,#000000,#10A259,,,,,,,,,,,,,,
318,F9,Prodigy,Fairway Driver,17,8,6,-4,0.5,Very Understable,https://www.marshallstreetdiscgolf.com/?s=F9&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000349.webp,f9,prodigy,control-driver,very-understable,#000000,#10A259,,,,,,,,,,,,,,
319,FD,Discmania,Fairway Driver,17,7,6,0,1,Understable,https://www.marshallstreetdiscgolf.com/?s=fd&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000143.webp,fd,discmania,control-driver,understable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
320,FD-8 Stork,Disctroyer,Fairway Driver,17,8,5,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Stork&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000175.webp,fd-8-stork,disctroyer,control-driver,stable,#4D144D,#A45656,,,,,,,,,,,,,,
321,FD1,Discmania,Fairway Driver,17,7,4,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=FD1&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000329.webp,fd1,discmania,control-driver,overstable,#FFA813,#9A0C0C,176,21.2,1.7,1.1,17.6,1.8,5.2,36.25,8.98,,,,22-211,"Nov 28, 2022"
322,FD2 (OOP),Discmania,Fairway Driver,17,7,4,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=fd1&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8360180.webp,fd2-oop,discmania,control-driver,overstable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
323,FD3,Discmania,Fairway Driver,17,9,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=fd3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8360181.webp,fd3,discmania,control-driver,overstable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
324,FL,Innova,Fairway Driver,17,9,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=fl&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5632740.webp,fl,innova,control-driver,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,
325,FX-2,Prodigy,Fairway Driver,17,9,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=FX-2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8822502.webp,fx-2,prodigy,control-driver,overstable,#000000,#10A259,,,,,,,,,,,,,,
326,FX-3,Prodigy,Fairway Driver,17,9,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=FX-3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000186.webp,fx-3,prodigy,control-driver,stable,#000000,#10A259,,,,,,,,,,,,,,
327,FX-4,Prodigy,Fairway Driver,17,9,5,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=FX-4&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000200.webp,fx-4,prodigy,control-driver,understable,#000000,#10A259,,,,,,,,,,,,,,
328,Fairway Disc,Innova,Fairway Driver,17,7,6,-1,1,Understable,https://www.marshallstreetdiscgolf.com/?s=dark+rebel&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000250.webp,fairway-disc,innova,control-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
329,Faith,Latitude 64,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=faith&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000507.webp,faith,latitude-64,putter,stable,#FFFFFF,#F40909,,,,,,,,,,,,,,
330,Falcon,Millennium,Distance Driver,15,13,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Falcon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010120.webp,falcon,millennium,distance-driver,stable,#000000,#FF0974,,,,,,,,,,,,,,
331,Falk,Kastaplast,Fairway Driver,17,9,6,-2,1,Stable,https://www.marshallstreetdiscgolf.com/?s=falk&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0529010.webp,falk,kastaplast,control-driver,stable,#000000,#21F1B9,175.1,21.1,1.8,1.1,17.2,1.9,5.2,30.25,9.53,,,,17-54,"Apr 13, 2017"
332,Famine,Doomsday Discs,Distance Driver,15,12,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=famine&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000519.webp,famine,doomsday-discs,distance-driver,understable,#B6FF8B,#144E48,175.1,21.1,1.7,1.2,16.6,2.2,5.7,27,9.32,,,,23-203,"Aug 7, 2023"
333,Fasti,Prodiscus,Distance Driver,15,12,4,-3,4,Stable,https://www.marshallstreetdiscgolf.com/?s=fasti&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000000.webp,fasti,prodiscus,distance-driver,stable,#32E65C,#5435A9,,,,,,,,,,,,,,
334,Feedback,Prodigy,Fairway Driver,17,9,5,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=Feedback&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000348.webp,feedback,prodigy,control-driver,overstable,#000000,#10A259,,,,,,,,,,,,,,
335,Felon,Dynamic Discs,Fairway Driver,17,9,3,0.5,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=felon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3763431.webp,felon,dynamic-discs,control-driver,very-overstable,#FFFFFF,#0082F4,176,21.2,1.8,1.1,17.2,2,5.2,31.5,9.3,,,,14-56,"Jul 14, 2014"
336,Fenrir,Viking,Control Driver,16,10,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=Fenrir&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000000.webp,fenrir,viking,hybrid-driver,overstable,#000000,#04F40C,,,,,,,,,,,,,,
337,Fierce,Discraft,Putter,19,3,4,-2,0,Very Understable,https://www.marshallstreetdiscgolf.com/product/fierce-paige-pierce-5x,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000007.webp,fierce,discraft,putter,very-understable,#FF3737,#000000,175.1,21.1,1.9,1.5,19,1,7.1,63.5,10.45,,,,20-08,"Jan 30, 2020"
338,Fighter,Legacy,Control Driver,16,10,3,0,5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=fighter&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3763477.webp,fighter,legacy,hybrid-driver,very-overstable,#3831F0,#E43DD9,,,,,,,,,,,,,,
