id,name,brand,category,category id,speed,glide,turn,fade,stability,link,pic,name_slug,brand_slug,category_slug,stability_slug,color,background_color,jr_maxweight,jr_diameter,jr_height,jr_rimdepth,jr_rimwidth,Rim Thickness (cm),Rim Depth / Diameter Ratio (%),Rim Configuration,Flexibility (kg),Class,Max Weight Vint (gr),Last Year Production,Certification Number,jr_pdgaapproval,pdga_match_tier,pdga_match_confidence,pdga_disc_model,pdga_manufacturer,pdga_approved_date,pdga_certification_number,pdga_class,pdga_diameter_cm,pdga_height_cm,pdga_rim_depth_cm,pdga_inside_rim_diameter_cm,pdga_rim_thickness_cm,pdga_rim_depth_diameter_ratio_pct,pdga_max_weight_gr,pdga_max_weight_vint_gr,pdga_flexibility_kg,pdga_rim_configuration,pdga_last_year_production,pdga_brand_suggested,pdga_brand_differs_from_merged
544,M Model US,Prodigy,Midrange,18,4,5,-1,1,Understable,https://www.marshallstreetdiscgolf.com/,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000047.webp,m-model-us,prodigy,midrange,understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,M Model US,Prodigy Disc,"Jul 1, 2020",20-61,,21.8,1.9,1.5,19.1,1.3,6.9,180.9,,8.86,53.00,,Prodigy Disc,no
545,M1,Prodigy,Midrange,18,5,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=prodigy+m1&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1928201.webp,m1,prodigy,midrange,overstable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,M1,Prodigy Disc,"Mar 5, 2013",13-11,,21.7,2.0,1.3,18.9,1.4,6.0,180.1,,8.39,39.25,,Prodigy Disc,no
546,M2,Prodigy,Midrange,18,5,4,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=prodigy+m2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1821647.webp,m2,prodigy,midrange,overstable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,M2 (originally M3),Prodigy Disc,"Mar 5, 2013",13-13,,21.7,2.0,1.3,18.9,1.4,6.0,180.1,,8.28,41.00,,Prodigy Disc,no
547,M3,Prodigy,Midrange,18,5,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=%22M3%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1028291.webp,m3,prodigy,midrange,stable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,M3 (originally M2),Prodigy Disc,"Mar 5, 2013",13-12,,21.7,1.9,1.3,18.9,1.4,6.0,180.1,,8.39,43.25,,Prodigy Disc,no
548,M4,Prodigy,Midrange,18,5,5,-1,1,Understable,https://www.marshallstreetdiscgolf.com/?s=prodigy+m4&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1841647.webp,m4,prodigy,midrange,understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,M4,Prodigy Disc,"Mar 5, 2013",13-14,,21.7,2.0,1.3,18.9,1.4,6.0,180.1,,8.85,52.00,,Prodigy Disc,no
549,M5,Prodigy,Midrange,18,5,5,-3,1,Understable,,,m5,prodigy,midrange,understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,M5,Prodigy Disc,"Jan 6, 2014",14-02,,21.7,2.2,1.3,19.0,1.3,6.0,180.1,,8.85,46.50,,Prodigy Disc,no
550,MD,Discmania,Midrange,18,4,5,0,0,Understable,https://www.marshallstreetdiscgolf.com/?s=md&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6677127.webp,md,discmania,midrange,understable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,MD (Midrange Driver),Discmania,"Apr 29, 2015",15-48,,21.8,2.1,1.4,19.0,1.4,6.4,180.9,,8.96,48.25,,Discmania,no
551,MD1,Discmania,Midrange,18,5,6,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=MD1&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000269.webp,md1,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,MD1 (Midrange Driver),Discmania,"Nov 14, 2006",06-47,,21.7,2.2,1.3,19.2,1.3,6.0,180.1,,8.50,40.50,,Discmania,no
552,MD2 (OOP),Discmania,Midrange,18,4,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=md2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1830181.webp,md2-oop,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,"MD2 (Fiend, Midrange Driver)",Discmania,"Apr 4, 2010",10-05,,21.7,2.0,1.4,19.0,1.4,6.5,180.1,,6.92,43.75,,Discmania,no
553,MD3,Discmania,Midrange,18,5,5,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=MD3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000135.webp,md3,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,MD3 (Midrange Driver),Discmania,"Mar 29, 2013",13-27,,21.8,1.9,1.3,19.0,1.4,6.0,180.9,,9.19,44.50,,Discmania,no
554,MD3X,Discmania,Midrange,18,5,5,0,2,Stable,,,md3x,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,MD3x,Discmania,"Apr 28, 2025",25-70,,21.7,1.8,1.3,19.0,1.3,6.0,180.1,,12.16,33.75,,Discmania,no
555,MD4,Discmania,Midrange,18,5,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=md4&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000447.webp,md4,discmania,midrange,overstable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,MD4 (new),Discmania,"Mar 11, 2024",24-45,,21.7,1.9,1.3,19.0,1.3,6.0,180.1,,10.68,51.25,,Discmania,no
556,MD5,Discmania,Midrange,18,5,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=MD5&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000343.webp,md5,discmania,midrange,very-overstable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,MD5 (Midrange Driver),Discmania,"Mar 29, 2018",18-35,,21.1,1.9,1.3,18.3,1.4,6.2,175.1,,11.91,62.25,,Discmania,no
557,MR-5 Skylark,Disctroyer,Midrange,18,5,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Skylark&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000176.webp,mr-5-skylark,disctroyer,midrange,stable,#4D144D,#A45656,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
558,MX-1,Prodigy,Midrange,18,5,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=MX-1&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5494901.webp,mx-1,prodigy,midrange,very-overstable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,MX-1,Prodigy Disc,"Apr 4, 2022",22-48,,21.3,2.0,1.3,18.3,1.5,6.1,176.8,,11.14,41.75,,Prodigy Disc,no
559,MX-2,Prodigy,Midrange,18,5,4,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=MX-2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000435.webp,mx-2,prodigy,midrange,very-overstable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,MX-2 (renamed from Prodigy Club Midrange),Prodigy Disc,"Jun 26, 2023",23-173,,21.2,1.7,1.4,18.5,1.4,6.6,176.0,,9.55,60.75,,Prodigy Disc,no
560,MX-3,Prodigy,Midrange,18,5,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=MX-3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010108.webp,mx-3,prodigy,midrange,stable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,MX-3,Prodigy Disc,"May 7, 2019",19-42,,21.7,1.9,1.3,18.9,1.4,6.0,180.1,,6.48,32.75,,Prodigy Disc,no
561,Mace,Latitude 64,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=mace&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5628377.webp,mace,latitude-64,midrange,overstable,#FFFFFF,#F40909,180.9,21.8,2.1,1.3,19.2,1.3,6,38.75,8.39,,,,13-21,"Mar 4, 2013",A_name_brand,high,Mace,Latitude 64,"Mar 4, 2013",13-21,,21.8,2.1,1.3,19.2,1.3,6.0,180.9,,8.39,38.75,,Latitude 64,no
562,Machete,Discraft,Control Driver,16,11,4,0,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=machete&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0529006.webp,machete,discraft,hybrid-driver,overstable,#FF3737,#000000,175.1,21.1,1.6,1.1,16.8,2.1,5.2,30.5,12.13,,,,17-30,"Mar 15, 2017",A_name_brand,high,Machete,Discraft,"Mar 15, 2017",17-30,,21.1,1.6,1.1,16.8,2.1,5.2,175.1,,12.13,30.50,,Discraft,no
563,Mad Cat,Lone Star Discs,Fairway Driver,17,9,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Mad+CAt&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000282.webp,mad-cat,lone-star-discs,control-driver,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Mad Cat,Lone Star Disc,"Dec 14, 2020",20-92,,21.2,1.8,1.2,17.4,1.9,5.7,176.0,,5.23,30.00,,Lone Star Disc,yes
564,Madrone,Above Ground Level,Putter,19,3,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Madrone&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000124.webp,madrone,above-ground-level,putter,stable,#CFFF30,#000000,174.3,21,2.2,1.7,19,1,8.1,83.5,8.16,,,,18-81,"Nov 23, 2018",A_name_brand,high,Madrone,Above Ground Level,"Nov 23, 2018",18-81,,21.0,2.2,1.7,19.0,1.0,8.1,174.3,,8.16,83.50,,Above Ground Level,no
565,Maestro,Discmania,Midrange,18,4,3,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=maestro&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000035.webp,maestro,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,Maestro (originally Spring Ox),Discmania,"Apr 3, 2019",19-33,,21.3,1.7,1.3,19.2,1.0,6.1,176.8,,9.43,55.25,,Discmania,no
566,Magic,Gateway,Putter,19,2,3,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=magic&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8656430.webp,magic,gateway,putter,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,A_name_brand,high,Magic,Gateway Disc Sports,"Jan 4, 2008",08-01,,21.0,2.1,1.5,19.0,1.0,7.1,174.3,,4.54,54.00,,Gateway Disc Sports,no
567,Magician,Discmania,Fairway Driver,17,6,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Magician&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000032.webp,magician,discmania,control-driver,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,Magician (originally Fox Spirit),Discmania,"Apr 3, 2019",19-30,,21.2,1.8,1.3,17.9,1.6,6.1,176.0,,11.59,39.75,,Discmania,no
568,Magnet,Discraft,Putter,19,2,3,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=magnet&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9389862.webp,magnet,discraft,putter,stable,#FF3737,#000000,176,21.2,2,1.4,19.6,0.8,6.6,47.75,8.85,,,,93-06,"Jul 14, 1993",A_name_brand,high,Magnet,Discraft,"Jul 14, 1993",93-06,,21.2,2.0,1.4,19.6,0.8,6.6,176.0,,8.85,47.75,,Discraft,no
569,Magnolia,Above Ground Level,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Magnolia&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000121.webp,magnolia,above-ground-level,midrange,overstable,#CFFF30,#000000,180.9,21.8,2,1.2,19,1.4,5.5,45.5,10.23,,,,19-16,"Feb 13, 2019",A_name_brand,high,Magnolia,Above Ground Level,"Feb 13, 2019",19-16,,21.8,2.0,1.2,19.0,1.4,5.5,180.9,,10.23,45.50,,Above Ground Level,no
570,Maiden,Westside Discs,Putter,19,3,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Maiden&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9398899.webp,maiden,westside-discs,putter,stable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Maiden,Westside Golf Discs,"Feb 8, 2018",18-19,,21.2,1.8,1.3,19.2,1.0,6.1,176.0,,11.79,57.75,,Westside Golf Discs,yes
571,Majesty,Discmania,Distance Driver,15,13,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Majesty&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000074.webp,majesty,discmania,distance-driver,stable,#FFA813,#9A0C0C,174.3,21,1.7,1.2,16.2,2.4,5.7,27.25,10.34,,,,20-90,"Nov 27, 2020",A_name_brand,high,Majesty,Discmania,"Nov 27, 2020",20-90,,21.0,1.7,1.2,16.2,2.4,5.7,174.3,,10.34,27.25,,Discmania,no
572,Mako,Innova,Midrange,18,4,5,0,0,Understable,https://www.marshallstreetdiscgolf.com/?s=mako&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3634535.webp,mako,innova,midrange,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Mako,Innova Champion Discs,"Sep 18, 2009",09-22,,21.7,2.1,1.4,19.3,1.2,6.5,180.1,,8.96,52.75,,Innova Champion Discs,no
573,Mako3,Innova,Midrange,18,5,5,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=mako3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3334535.webp,mako3,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
574,Malita,Discraft,Midrange,18,5,5,-1,1,Stable,,,malita,discraft,midrange,stable,#FF3737,#000000,,,,,,,,,,,,,,,A_name_brand,high,Malita (PM-0725-M),Discraft,"Jul 21, 2025",25-118,,21.1,1.8,1.2,18.5,1.3,5.7,175.1,,9.20,47.50,,Discraft,no
575,Malm,Kastaplast,Control Driver,16,10,4,0,2.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=malm&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000501.webp,malm,kastaplast,hybrid-driver,overstable,#000000,#21F1B9,176,21.2,1.9,1.1,17.3,2,5.2,30.75,9.55,,,,24-231,"Dec 30, 2024",A_name_brand,high,Malm,Kastaplast,"Dec 30, 2024",24-231,,21.2,1.9,1.1,17.3,2.0,5.2,176.0,,9.55,30.75,,Kastaplast,no
576,Malta,Discraft,Midrange,18,5,4,1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=malta&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000013.webp,malta,discraft,midrange,overstable,#FF3737,#000000,,,,,,,,,,,,,,,A_name_brand,high,Malta (Paul McBeth Proto Mid-Range),Discraft,"Sep 12, 2019",19-64,,21.3,1.7,1.3,18.6,1.3,6.1,176.8,,10.34,45.00,,Discraft,no
577,Mamba,Innova,Control Driver,16,11,6,-5,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=mamba&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9410395.webp,mamba,innova,hybrid-driver,very-understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Mamba,Innova Champion Discs,"Jan 22, 2012",12-07,,21.1,1.7,1.1,16.9,2.1,5.2,175.1,,8.48,27.50,,Innova Champion Discs,no
578,Mammoth,Daredevil Discs,Distance Driver,15,9,4,-1,5,Overstable,https://www.marshallstreetdiscgolf.com/product/mammoth,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9410396.webp,mammoth,daredevil-discs,distance-driver,overstable,#FFFFFF,#515151,175.1,21.1,1.7,1.2,17.1,2,5.7,29.25,5.22,,,,14-85,"Oct 31, 2014",A_name_brand,high,Mammoth,Daredevil Discs,"Oct 31, 2014",14-85,,21.1,1.7,1.2,17.1,2.0,5.7,175.1,,5.22,29.25,,Daredevil Discs,no
579,Mana,Thought Space Athletics,Midrange,18,5,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=%22Mana%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000190.webp,mana,thought-space-athletics,midrange,understable,#000000,#FF770E,178.5,21.5,1.8,1.4,18.6,1.4,6.5,53.5,8.3,,,,22-32,"Mar 7, 2022",A_name_brand,high,Mana,Thought Space Athletics,"Mar 7, 2022",22-32,,21.5,1.8,1.4,18.6,1.4,6.5,178.5,,8.30,53.50,,Thought Space Athletics,no
580,Mango,Clash Discs,Midrange,18,5,4,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Mango&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000210.webp,mango,clash-discs,midrange,very-overstable,#FF93E9,#2516FF,177.6,21.4,1.8,1.4,18.7,1.4,6.5,44.25,8.41,,,,21-128,"Nov 22, 2021",A_name_brand,high,Mango,Clash Discs,"Nov 22, 2021",21-128,,21.4,1.8,1.4,18.7,1.4,6.5,177.6,,8.41,44.25,,Clash Discs,no
581,Manta,Innova,Midrange,18,5,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=manta&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1001109.webp,manta,innova,midrange,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Manta,Innova Champion Discs,"Jan 24, 2017",17-07,,21.8,1.9,1.2,19.0,1.4,5.5,180.9,,9.98,37.25,,Innova Champion Discs,no
582,Mantis,Discraft,Fairway Driver,17,8,4,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=mantis&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010109.webp,mantis,discraft,control-driver,understable,#FF3737,#000000,,,,,,,,,,,,,,,A_name_brand,high,Mantis (Ace Race 2013),Discraft,"Dec 1, 2013",13-74,,21.2,1.9,1.1,17.4,1.9,5.2,176.0,,10.66,28.00,,Discraft,no
583,Mantra,Thought Space Athletics,Fairway Driver,17,9,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=mantra&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000076.webp,mantra,thought-space-athletics,control-driver,understable,#000000,#FF770E,176,21.2,1.7,1.2,17.1,2,5.7,32,9.09,,,,19-69,"Oct 17, 2019",A_name_brand,high,Mantra,Thought Space Athletics,"Oct 17, 2019",19-69,,21.2,1.7,1.2,17.1,2.0,5.7,176.0,,9.09,32.00,,Thought Space Athletics,no
584,Manzanita,Above Ground Level,Putter,19,3,3,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Manzanita&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000123.webp,manzanita,above-ground-level,putter,stable,#CFFF30,#000000,174.3,21,2.1,1.6,18.7,1.1,7.6,67,9.41,,,,18-82,"Nov 23, 2018",A_name_brand,high,Manzanita,Above Ground Level,"Nov 23, 2018",18-82,,21.0,2.1,1.6,18.7,1.1,7.6,174.3,,9.41,67.00,,Above Ground Level,no
585,Maple,Above Ground Level,Approach Discs,20,4,2,0,2,Overstable,,,maple,above-ground-level,approach-discs,overstable,#CFFF30,#000000,,,,,,,,,,,,,,,A_name_brand,high,Maple,Above Ground Level,"Sep 22, 2025",25-143,,21.2,1.6,1.2,18.9,1.2,5.7,176.0,,10.80,59.00,,Above Ground Level,no
586,Marlin,Neptune Discs,Fairway Driver,17,7,5,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Marlin&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000403.webp,marlin,neptune-discs,control-driver,very-understable,#1F73E1,#F1CE42,,,,,,,,,,,,,,,A_name_brand,high,Marlin,Neptune Discs ,"Apr 10, 2023",23-111,,21.0,1.8,1.2,17.6,1.8,5.7,174.3,,8.30,31.25,,Neptune Discs ,no
587,Mars Rover,Millennium,Midrange,18,5,6,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=mars+rover&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000488.webp,mars-rover,millennium,midrange,very-understable,#000000,#FF0974,,,,,,,,,,,,,,,B_name_unique,medium,Mars Rover (renamed from Rover),Millennium Golf Discs,"Sep 23, 2024",24-189,,21.8,1.5,1.1,18.8,1.5,5.0,180.9,,7.50,35.00,,Millennium Golf Discs,yes
588,Marshal,Dynamic Discs,Putter,19,3,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=MArshal&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8026096.webp,marshal,dynamic-discs,putter,stable,#FFFFFF,#0082F4,176,21.2,2,1.6,19.1,1.1,7.5,67,11.57,,,,16-23,"Mar 2, 2016",A_name_brand,high,Marshal,Dynamic Discs,"Mar 2, 2016",16-23,,21.2,2.0,1.6,19.1,1.1,7.5,176.0,,11.57,67.00,,Dynamic Discs,no
589,Marvel,Birdie,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=marvel&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000129.webp,marvel,birdie,putter,stable,#1D096C,#FFB381,,,,,,,,,,,,,,,A_name_brand,high,Marvel ,Birdie,"Dec 30, 2021",21-162,,21.1,2.0,1.4,18.9,1.1,6.6,175.1,,11.02,65.75,,Birdie,no
590,Matrix,MVP,Midrange,18,5,4,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=matrix&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8062097.webp,matrix,mvp,midrange,stable,#000000,#9BF2FF,,,,,,,,,,,,,,,A_name_brand,high,Matrix,MVP Disc Sports,"May 10, 2016",16-44,,21.5,1.6,1.4,18.7,1.4,6.5,178.5,,9.75,46.50,,MVP Disc Sports,no
591,Maul,Latitude 64,Fairway Driver,17,7,7,-2,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Maul&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8026097.webp,maul,latitude-64,control-driver,very-understable,#FFFFFF,#F40909,177.6,21.4,2,1.1,17.7,1.8,5.1,33,7.48,,,,15-37,"Apr 10, 2015",A_name_brand,high,Maul,Latitude 64,"Apr 10, 2015",15-37,,21.4,2.0,1.1,17.7,1.8,5.1,177.6,,7.48,33.00,,Latitude 64,no
592,Maverick,Dynamic Discs,Fairway Driver,17,7,4,-1.5,2,Understable,https://www.marshallstreetdiscgolf.com/?s=maverick&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8996099.webp,maverick,dynamic-discs,control-driver,understable,#FFFFFF,#0082F4,176,21.2,1.8,1.1,17.8,1.7,5.2,35,9.53,,,,17-123,"Dec 4, 2017",A_name_brand,high,Maverick,Dynamic Discs,"Dec 4, 2017",17-123,,21.2,1.8,1.1,17.8,1.7,5.2,176.0,,9.53,35.00,,Dynamic Discs,no
593,Max (OOP),Innova,Control Driver,16,11,3,0,5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Max&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8026099.webp,max-oop,innova,hybrid-driver,very-overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Max,Innova Champion Discs,"Sep 21, 2006",06-40,,21.2,1.9,1.2,16.8,2.2,5.7,176.0,,10.43,34.00,,Innova Champion Discs,no
594,Maya,Infinite Discs,Control Driver,16,11,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=maya&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000063.webp,maya,infinite-discs,hybrid-driver,understable,#FFFFFF,#62054C,175.1,21.1,1.6,1.1,16.9,2.1,5.2,31,9.32,,,,20-52,"Jun 23, 2020",A_name_brand,high,Maya,Infinite Discs,"Jun 23, 2020",20-52,,21.1,1.6,1.1,16.9,2.1,5.2,175.1,,9.32,31.00,,Infinite Discs,no
595,Mayhem,Axiom Discs,Distance Driver,15,13,5,-1.5,2,Understable,https://www.marshallstreetdiscgolf.com/?s=mayhem&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1658060.webp,mayhem,axiom-discs,distance-driver,understable,#000000,#FF9595,176,21.2,1.9,1.2,16.3,2.4,5.7,27.5,12.13,,,,17-48,"Apr 13, 2017",A_name_brand,high,Mayhem,Axiom Discs,"Apr 13, 2017",17-48,,21.2,1.9,1.2,16.3,2.4,5.7,176.0,,12.13,27.50,,Axiom Discs,no
596,Mentor,Discmania,Control Driver,16,11,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Mentor&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000034.webp,mentor,discmania,hybrid-driver,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,Mentor (originally Sea Serpent),Discmania,"Apr 3, 2019",19-32,,21.2,1.8,1.2,17.9,2.1,5.7,176.0,,11.59,39.75,,Discmania,no
597,Mercy,Latitude 64,Putter,19,2,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=mercy&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4577289.webp,mercy,latitude-64,putter,stable,#FFFFFF,#F40909,176,21.2,2.1,1.5,19.1,1.1,7.1,61.5,7.94,,,,12-24,"May 20, 2012",A_name_brand,high,Mercy,Latitude 64,"May 20, 2012",12-24,,21.2,2.1,1.5,19.1,1.1,7.1,176.0,,7.94,61.50,,Latitude 64,no
598,Merlin,Daredevil Discs,Distance Driver,15,14,5,-1,4,Very Overstable,https://www.marshallstreetdiscgolf.com/product/merlin,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0529008.webp,merlin,daredevil-discs,distance-driver,very-overstable,#FFFFFF,#515151,174.3,21,1.7,1.1,16.4,2.3,5.2,26,7.03,,,,17-44,"Apr 3, 2017",A_name_brand,high,Merlin,Daredevil Discs,"Apr 3, 2017",17-44,,21.0,1.7,1.1,16.4,2.3,5.2,174.3,,7.03,26.00,,Daredevil Discs,no
